,SKU ID,Min Pd,Product ID,Zenni B2B,USD Price,Cad Price,Frame Type,Material,Frame Rim,Frame Shape,Frame Gender,SKU Color,SKU Display Color,Frame Width,Adult Frame Size,Kids Frame Size,Weight,Lens Width,Product Display Name,Is for Kids,Rush Processing Available,SKU Status,Product Type,Joint Max,Joint Min,Max Sph,Min Sph,Max Cyl,Min Cyl,Max Pd,Min Pd,Pd Reader,Temple Length,Bridge,Lens Height,Readers Available,Progressive Available,Image URL,Feature List,Product List,Friendly Name
3153,7815919,55,78159,,25.95,34.95,standardframetype,Mixed,FullRim,Browline,Unisex,Pink,Pink,136,Large,,17,50,Browline Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,55,64,147,20,41,1,1,https://static.zennioptical.com/production/products/general/78/15/7815919-eyeglasses-front-view.jpg,ft04,"gt36,gt15,gt34,gt33,gt40,gt31",browline-eyeglass-frames-7815919
3154,7815924,55,78159,,25.95,34.95,standardframetype,Mixed,FullRim,Browline,Unisex,Green,Green,136,Large,,17,50,Browline Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,55,64,147,20,41,1,1,https://static.zennioptical.com/production/products/general/78/15/7815924-eyeglasses-front-view.jpg,ft04,"gt36,gt15,gt34,gt33,gt40,gt31",browline-eyeglass-frames-7815924
3155,7816116,60,78161,,27.95,36.95,standardframetype,Mixed,FullRim,Rectangle,Women_s,Blue,Slate,132,Med,,16,53,Rectangle Glasses,0,1,non-retired,configurable prescription frame,5,-11,5,-10,6,-6,73,60,64,138,17,34,0,1,https://static.zennioptical.com/production/products/general/78/16/7816116-eyeglasses-front-view.jpg,ft04,"gt31,gt33",womens-rectangle-eyeglass-frames-7816116
3156,7816142,60,78161,,27.95,36.95,standardframetype,Mixed,FullRim,Rectangle,Women_s,Orange,Orange,132,Med,,16,53,Rectangle Glasses,0,0,non-retired,configurable prescription frame,5,-11,5,-10,6,-6,73,60,64,138,17,34,0,1,https://static.zennioptical.com/production/products/general/78/16/7816142-eyeglasses-front-view.jpg,ft04,"gt31,gt33",womens-rectangle-eyeglass-frames-7816142
3157,7816319,59,78163,,23.95,31.95,standardframetype,Mixed,FullRim,Square,Unisex,Pink,Pink,136,Large,,15,50,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,59,65,140,21,38,1,1,https://static.zennioptical.com/production/products/general/78/16/7816319-eyeglasses-front-view.jpg,,"gt35,gt33",square-eyeglass-frames-7816319
3158,7816323,59,78163,,23.95,31.95,standardframetype,Mixed,FullRim,Square,Unisex,Clear,Clear,136,Large,,15,50,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,59,65,140,21,38,1,1,https://static.zennioptical.com/production/products/general/78/16/7816323-eyeglasses-front-view.jpg,,"gt35,gt33",square-eyeglass-frames-7816323
3159,7816325,59,78163,,23.95,31.95,standardframetype,Mixed,FullRim,Square,Unisex,Tortoiseshell,Tortoiseshell,136,Large,,15,50,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,59,65,140,21,38,1,1,https://static.zennioptical.com/production/products/general/78/16/7816325-eyeglasses-front-view.jpg,,"gt35,gt33",square-eyeglass-frames-7816325
3160,7816816,54,78168,,19.95,26.95,standardframetype,Mixed,FullRim,Square,Unisex,Blue,Blue,129,Med,,12,49,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,54,61,139,18,41,1,1,https://static.zennioptical.com/production/products/general/78/16/7816816-eyeglasses-front-view.jpg,"ft03,ft06","gt53,gt44,gt40,gt42,gt03",square-eyeglass-frames-7816816
3161,7816818,54,78168,,19.95,26.95,standardframetype,Mixed,FullRim,Square,Unisex,Red,Cranberry,129,Med,,12,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,54,61,139,18,41,1,1,https://static.zennioptical.com/production/products/general/78/16/7816818-eyeglasses-front-view.jpg,"ft03,ft06","gt53,gt44,gt40,gt42,gt03",square-eyeglass-frames-7816818
3162,7816823,54,78168,,19.95,26.95,standardframetype,Mixed,FullRim,Square,Unisex,Clear,Clear,129,Med,,12,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,54,61,139,18,41,1,1,https://static.zennioptical.com/production/products/general/78/16/7816823-eyeglasses-front-view.jpg,"ft03,ft06","gt53,gt44,gt40,gt42,gt03",square-eyeglass-frames-7816823
3163,7816824,54,78168,,19.95,26.95,standardframetype,Mixed,FullRim,Square,Unisex,Green,Green,129,Med,,12,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,54,61,139,18,41,1,1,https://static.zennioptical.com/production/products/general/78/16/7816824-eyeglasses-front-view.jpg,"ft03,ft06","gt53,gt44,gt40,gt42,gt03",square-eyeglass-frames-7816824
,7816825,54,78168,Yes,19.95,26.95,standardframetype,Mixed,FullRim,Square,Unisex,Tortoiseshell,Tortoiseshell,129,Med,,12,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,54,61,139,18,41,1,1,https://static.zennioptical.com/production/products/general/78/16/7816825-eyeglasses-front-view.jpg,"ft03,ft06","gt53,gt44,gt40,gt42,gt03",square-eyeglass-frames-7816825
3165,7817039,51,78170,,29.95,39.95,standardframetype,Mixed,FullRim,Round,Unisex,Pattern,Caramel,131,Med,,16,46,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,51,63,140,23,40,1,1,https://static.zennioptical.com/production/products/general/78/17/7817039-eyeglasses-front-view.jpg,"ft02,ft06","gt32,gt49,gt34,gt40,gt33,gt38,gt35,gt53,gt01,gt44",round-eyeglass-frames-7817039
3166,7817416,59,78174,,32.95,43.95,standardframetype,Mixed,FullRim,Rectangle,Women_s,Blue,Aqua Blue,135,Large,,10,50,Rectangle Glasses,0,0,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,75,59,66,140,22,38,0,1,https://static.zennioptical.com/production/products/general/78/17/7817416-eyeglasses-front-view.jpg,"ft03,ft04","gt22,gt31,gt36,gt33",womens-rectangle-eyeglass-frames-7817416
3167,7817418,59,78174,,32.95,43.95,standardframetype,Mixed,FullRim,Rectangle,Women_s,Red,Red,135,Large,,10,50,Rectangle Glasses,0,0,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,75,59,66,140,22,38,0,1,https://static.zennioptical.com/production/products/general/78/17/7817418-eyeglasses-front-view.jpg,"ft03,ft04","gt22,gt31,gt36,gt33",womens-rectangle-eyeglass-frames-7817418
3168,7817621,54,78176,,29.95,39.95,standardframetype,Mixed,FullRim,Square,Unisex,Black,Black,123,Small,,19,48,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,54,63,143,21,40,1,1,https://static.zennioptical.com/production/products/general/78/17/7817621-eyeglasses-front-view.jpg,ft06,"gt42,gt38,gt49,gt16,gt44,gt40",square-eyeglass-frames-7817621
3169,7817639,54,78176,,29.95,39.95,standardframetype,Mixed,FullRim,Square,Unisex,Purple,Purple,123,Small,,19,48,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,54,63,143,21,40,1,1,https://static.zennioptical.com/production/products/general/78/17/7817639-eyeglasses-front-view.jpg,ft06,"gt42,gt38,gt49,gt16,gt44,gt40",square-eyeglass-frames-7817639
3170,7817712,51,78177,,19.95,26.95,standardframetype,Mixed,FullRim,Round,Women_s,Gray,Gray,122,Small,,10,47,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,69,51,60,140,19,40,1,1,https://static.zennioptical.com/production/products/general/78/17/7817712-eyeglasses-front-view.jpg,"ft03,ft06,5900001","gt03,gt40,gt44,gt34,gt35,gt33,gt32",womens-round-eyeglass-frames-7817712
3171,7818116,54,78181,,32.95,43.95,standardframetype,Mixed,FullRim,Rectangle,Unisex,Blue,Teal,134,Large,,11,48,Rectangle Glasses,0,1,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,72,54,63,142,21,38,0,1,https://static.zennioptical.com/production/products/general/78/18/7818116-eyeglasses-front-view.jpg,"ft03,ft04","gt44,gt33,gt43,gt22,gt31",rectangle-eyeglass-frames-7818116
3172,7818216,60,78182,,29.95,39.95,standardframetype,Mixed,FullRim,Square,Unisex,Blue,Midnight,137,Large,,19,51,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,60,65,140,20,40,1,1,https://static.zennioptical.com/production/products/general/78/18/7818216-eyeglasses-front-view.jpg,ft06,"gt01,gt44,gt38,gt42,gt53,gt40",square-eyeglass-frames-7818216
3173,7818225,60,78182,,29.95,39.95,standardframetype,Mixed,FullRim,Square,Unisex,Tortoiseshell,Tortoiseshell,137,Large,,19,51,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,60,65,140,20,40,1,1,https://static.zennioptical.com/production/products/general/78/18/7818225-eyeglasses-front-view.jpg,ft06,"gt01,gt44,gt38,gt42,gt53,gt40",square-eyeglass-frames-7818225
3174,7818321,61,78183,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Unisex,Black,Black,135,Large,,25,51,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,61,67,140,22,40,1,1,https://static.zennioptical.com/production/products/general/78/18/7818321-eyeglasses-front-view.jpg,ft06,"gt01,gt44,gt38,gt42",square-eyeglass-frames-7818321
3175,7818324,61,78183,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Unisex,Green,Green Tortoiseshell,135,Large,,25,51,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,61,67,140,22,40,1,1,https://static.zennioptical.com/production/products/general/78/18/7818324-eyeglasses-front-view.jpg,ft06,"gt01,gt44,gt38,gt42",square-eyeglass-frames-7818324
,7818615,54,78186,Yes,32.95,43.95,standardframetype,Mixed,FullRim,Round,Unisex,Brown,Buff,130,Med,,10,49,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,54,62,143,19,44,1,1,https://static.zennioptical.com/production/products/general/78/18/7818615-eyeglasses-front-view.jpg,"ft03,ft06","gt38,gt44,gt33,gt42,gt32,gt34,gt35,gt15,gt53",round-eyeglass-frames-7818615
,7818623,54,78186,Yes,32.95,43.95,standardframetype,Mixed,FullRim,Round,Unisex,Clear,Clear,130,Med,,10,49,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,54,62,143,19,44,1,1,https://static.zennioptical.com/production/products/general/78/18/7818623-eyeglasses-front-view.jpg,"ft03,ft06","gt38,gt44,gt33,gt42,gt32,gt34,gt35,gt15,gt53",round-eyeglass-frames-7818623
3178,7818716,59,78187,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Unisex,Pattern,Green Tortoiseshell,132,Med,,9,51,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,59,64,143,19,41,1,1,https://static.zennioptical.com/production/products/general/78/18/7818716-eyeglasses-front-view.jpg,"ft03,ft06","gt42,gt44,gt49,gt38,gt53",square-eyeglass-frames-7818716
,7818725,59,78187,Yes,32.95,43.95,standardframetype,Mixed,FullRim,Square,Unisex,Tortoiseshell,Classic Tortoiseshell,132,Med,,9,51,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,59,64,143,19,41,1,1,https://static.zennioptical.com/production/products/general/78/18/7818725-eyeglasses-front-view.jpg,"ft03,ft06","gt42,gt44,gt49,gt38,gt53",square-eyeglass-frames-7818725
3180,7819016,54,78190,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Unisex,Blue,Dusk,128,Med,,18,50,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,54,61,135,17,36,1,1,https://static.zennioptical.com/production/products/general/78/19/7819016-eyeglasses-front-view.jpg,"ft01,ft02,ft06","gt31,gt36",square-eyeglass-frames-7819016
3181,7819117,57,78191,,29.95,39.95,standardframetype,Mixed,FullRim,Square,Women_s,Purple,Purple,128,Med,,21,51,Square Glasses,0,0,non-retired,configurable prescription frame,5,-11,5,-10,6,-6,71,57,62,135,17,38,1,1,https://static.zennioptical.com/production/products/general/78/19/7819117-eyeglasses-front-view.jpg,"ft02,ft04","gt33,gt31,gt35",womens-square-eyeglass-frames-7819117
3182,7819118,57,78191,,29.95,39.95,standardframetype,Mixed,FullRim,Square,Women_s,Red,Red,128,Med,,21,51,Square Glasses,0,0,non-retired,configurable prescription frame,5,-11,5,-10,6,-6,71,57,62,135,17,38,1,1,https://static.zennioptical.com/production/products/general/78/19/7819118-eyeglasses-front-view.jpg,"ft02,ft04","gt33,gt31,gt35",womens-square-eyeglass-frames-7819118
3183,7819233,59,78192,,32.95,43.95,standardframetype,Mixed,FullRim,Oval,Women_s,Cream,Cream,127,Med,,15,51,Oval Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,59,65,130,20,39,1,1,https://static.zennioptical.com/production/products/general/78/19/7819233-eyeglasses-front-view.jpg,"ft02,ft04","gt15,gt32,gt34",womens-oval-eyeglass-frames-7819233
3184,7819335,56,78193,,35.95,47.95,standardframetype,Mixed,FullRim,Round,Women_s,Tortoiseshell,Ivory Tortoiseshell,129,Med,,18,50,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,56,65,135,21,45,1,1,https://static.zennioptical.com/production/products/general/78/19/7819335-eyeglasses-front-view.jpg,ft04,"gt32,gt42,gt38,gt44,gt34,gt01,gt33,gt35",womens-round-eyeglass-frames-7819335
3185,7819635,64,78196,,35.95,47.95,standardframetype,Mixed,FullRim,Cat-Eye,Women_s,Tortoiseshell,Ivory Tortoiseshell,142,Extra_Large,,17,52,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,64,67,140,21,45,0,1,https://static.zennioptical.com/production/products/general/78/19/7819635-eyeglasses-front-view.jpg,ft06,"gt33,gt44,gt01,gt35,gt38,gt42,gt49",womens-cat-eye-eyeglass-frames-7819635
3186,7819639,64,78196,,35.95,47.95,standardframetype,Mixed,FullRim,Cat-Eye,Women_s,Pattern,Dark Tortoiseshell,142,Extra_Large,,17,52,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,64,67,140,21,45,0,1,https://static.zennioptical.com/production/products/general/78/19/7819639-eyeglasses-front-view.jpg,ft06,"gt33,gt44,gt01,gt35,gt38,gt42,gt49",womens-cat-eye-eyeglass-frames-7819639
3187,7819719,63,78197,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Women_s,Pink,Dusty Pink,136,Large,,16,54,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,63,65,140,17,42,0,1,https://static.zennioptical.com/production/products/general/78/19/7819719-eyeglasses-front-view.jpg,ft04,"gt42,gt31,gt49,gt38,gt44,gt33,gt35",womens-square-eyeglass-frames-7819719
3188,7819818,57,78198,,32.95,43.95,standardframetype,Mixed,FullRim,Geometric,Women_s,Red,Red,131,Med,,16,51,Lip-Shaped Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,57,66,140,21,41,1,1,https://static.zennioptical.com/production/products/general/78/19/7819818-eyeglasses-front-view.jpg,,"gt43,gt44,gt22,gt38",womens-geometric-eyeglass-frames-7819818
3189,7819819,57,78198,,32.95,43.95,standardframetype,Mixed,FullRim,Geometric,Women_s,Pink,Pink,131,Med,,16,51,Lip-Shaped Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,57,66,140,21,41,1,1,https://static.zennioptical.com/production/products/general/78/19/7819819-eyeglasses-front-view.jpg,,"gt43,gt44,gt22,gt38",womens-geometric-eyeglass-frames-7819819
3190,7820325,59,78203,,25.95,34.95,standardframetype,Mixed,FullRim,Rectangle,Women_s,Tortoiseshell,Tortoiseshell,132,Med,,8,52,Rectangle Glasses,0,1,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,73,59,64,142,18,39,0,1,https://static.zennioptical.com/production/products/general/78/20/7820325-eyeglasses-front-view.jpg,"ft03,ft06",,womens-rectangle-eyeglass-frames-7820325
3191,7820416,62,78204,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Women_s,Blue,Tortoiseshell,132,Med,,16,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,62,65,140,19,41,0,1,https://static.zennioptical.com/production/products/general/78/20/7820416-eyeglasses-front-view.jpg,"ft02,ft06,ft09","gt31,gt33,gt38,gt43,gt49,gt44,gt42,gt22,gt35",womens-square-eyeglass-frames-7820416
3192,7820418,62,78204,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Women_s,Red,Red,132,Med,,16,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,62,65,140,19,41,0,1,https://static.zennioptical.com/production/products/general/78/20/7820418-eyeglasses-front-view.jpg,"ft02,ft06,ft09","gt31,gt33,gt38,gt43,gt49,gt44,gt42,gt22,gt35",womens-square-eyeglass-frames-7820418
3193,7820419,62,78204,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Women_s,Pink,Pink Tortoiseshell,132,Med,,16,52,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,62,65,140,19,41,0,1,https://static.zennioptical.com/production/products/general/78/20/7820419-eyeglasses-front-view.jpg,"ft02,ft06,ft09","gt31,gt33,gt38,gt43,gt49,gt44,gt42,gt22,gt35",womens-square-eyeglass-frames-7820419
3194,7820430,62,78204,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Women_s,White,White,132,Med,,16,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,62,65,140,19,41,0,1,https://static.zennioptical.com/production/products/general/78/20/7820430-eyeglasses-front-view.jpg,"ft02,ft06,ft09","gt31,gt33,gt38,gt43,gt49,gt44,gt42,gt22,gt35",womens-square-eyeglass-frames-7820430
3195,7820517,64,78205,,29.95,39.95,standardframetype,Mixed,FullRim,Square,Women_s,Purple,Lilac,127,Med,,21,53,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,64,65,153,18,46,0,1,https://static.zennioptical.com/production/products/general/78/20/7820517-eyeglasses-front-view.jpg,ft06,"gt31,gt40,gt44,gt33,gt35,gt38,gt15,gt22,gt42",womens-square-eyeglass-frames-7820517
3196,7820519,64,78205,,29.95,39.95,standardframetype,Mixed,FullRim,Square,Women_s,Pink,Pink,127,Med,,21,53,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,64,65,153,18,46,0,1,https://static.zennioptical.com/production/products/general/78/20/7820519-eyeglasses-front-view.jpg,ft06,"gt31,gt40,gt44,gt33,gt35,gt38,gt15,gt22,gt42",womens-square-eyeglass-frames-7820519
3197,7820533,64,78205,,29.95,39.95,standardframetype,Mixed,FullRim,Square,Women_s,Cream,Cream,127,Med,,21,53,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,64,65,153,18,46,0,1,https://static.zennioptical.com/production/products/general/78/20/7820533-eyeglasses-front-view.jpg,ft06,"gt31,gt40,gt44,gt33,gt35,gt38,gt15,gt22,gt42",womens-square-eyeglass-frames-7820533
3198,7820617,61,78206,,32.95,43.95,standardframetype,Mixed,FullRim,Rectangle,Women_s,Purple,Purple,141,Extra_Large,,12,53,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,61,64,140,17,41,0,1,https://static.zennioptical.com/production/products/general/78/20/7820617-eyeglasses-front-view.jpg,"ft03,ft06","gt49,gt38,gt44,gt33,gt36,gt31,gt42",womens-rectangle-eyeglass-frames-7820617
3199,7820619,61,78206,,32.95,43.95,standardframetype,Mixed,FullRim,Rectangle,Women_s,Pink,Charcoal,141,Extra_Large,,12,53,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,61,64,140,17,41,0,1,https://static.zennioptical.com/production/products/general/78/20/7820619-eyeglasses-front-view.jpg,"ft03,ft06","gt49,gt38,gt44,gt33,gt36,gt31,gt42",womens-rectangle-eyeglass-frames-7820619
3200,7820825,57,78208,,35.95,47.95,standardframetype,Mixed,FullRim,Round,Women_s,Tortoiseshell,Classic Tort,134,Large,,21,49,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,57,65,138,22,44,1,1,https://static.zennioptical.com/production/products/general/78/20/7820825-eyeglasses-front-view.jpg,"ft04,ft09","gt44,gt38,gt42,gt33,gt32,gt35,gt34",womens-round-eyeglass-frames-7820825
3201,7820835,57,78208,,35.95,47.95,standardframetype,Mixed,FullRim,Round,Women_s,Pattern,Black Tort,134,Large,,21,49,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,57,65,138,22,44,1,1,https://static.zennioptical.com/production/products/general/78/20/7820835-eyeglasses-front-view.jpg,"ft04,ft09","gt44,gt38,gt42,gt33,gt32,gt35,gt34",womens-round-eyeglass-frames-7820835
3202,7820912,52,78209,,35.95,47.95,standardframetype,Mixed,FullRim,Cat-Eye,Women_s,Gray,Charcoal,133,Large,,30,48,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,69,52,60,140,18,36,1,1,https://static.zennioptical.com/production/products/general/78/20/7820912-eyeglasses-front-view.jpg,"ft02,ft06","gt35,gt33,gt22,gt44,gt43,gt49,gt38",womens-cat-eye-eyeglass-frames-7820912
3203,7820918,52,78209,,35.95,47.95,standardframetype,Mixed,FullRim,Cat-Eye,Women_s,Red,Red,133,Large,,30,48,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,69,52,60,140,18,36,1,1,https://static.zennioptical.com/production/products/general/78/20/7820918-eyeglasses-front-view.jpg,"ft02,ft06","gt35,gt33,gt22,gt44,gt43,gt49,gt38",womens-cat-eye-eyeglass-frames-7820918
